IMDB_ID,Title,Stars,Year,Genres,Description,Certificate,Writers,Director,Primary Genre,Votes,Rating,Duration
tt2402105,Dom Hemingway,"Jude Law, Richard E. Grant, Demián Bichir, Jude Law, Richard E. Grant, Demián Bichir",2013,"Comedy, Crime, Drama, Back to top","After spending 12 years in prison for keeping his mouth shut, notorious safe-cracker Dom Hemingway is back on the streets of London looking to collect what he's owed.",R,Richard Shepard,Richard Shepard,Comedy,27902,6.1,93
tt3203620,The Dinner,"Michael Chernus, Taylor Rae Almonte-Roman, Steve Coogan, Michael Chernus, Taylor Rae Almonte-Roman, Steve Coogan",2017,"Crime, Drama, Thriller, Back to top",Two sets of wealthy parents meet for dinner to decide what to do about a crime their sons have committed.,R,"Herman Koch, Oren Moverman",Oren Moverman,Crime,9987,4.5,120
tt0111477,Trapped in Paradise,"Nicolas Cage, Jon Lovitz, Dana Carvey, Nicolas Cage, Jon Lovitz, Dana Carvey",1994,"Heist, Adventure, Comedy, Crime, Romance, Back to top",Residents of a friendly Pennsylvania town foil three brothers' plan to rob a bank on Christmas Eve.,PG-13,George Gallo,George Gallo,Heist,17262,5.9,111
tt0338526,Van Helsing,"Hugh Jackman, Kate Beckinsale, Richard Roxburgh, Hugh Jackman, Kate Beckinsale, Richard Roxburgh",2004,"Superhero, Supernatural Fantasy, Action, Adventure, Fantasy, Thriller, Back to top","The famed monster hunter is sent to Transylvania to stop Count Dracula, who is using Dr. Frankenstein's research and a werewolf for nefarious purposes.",PG-13,Stephen Sommers,Stephen Sommers,Superhero,296006,6.1,131
tt0090196,Transylvania 6-5000,"Jeff Goldblum, Joseph Bologna, Ed Begley Jr., Jeff Goldblum, Joseph Bologna, Ed Begley Jr.",1985,"Parody, Vampire Horror, Comedy, Fantasy, Horror, Back to top","Two tabloid reporters are sent to Transylvania to find the Frankenstein monster - or get fired. They are laughed at there, but something suspicious is going on.",PG,Rudy De Luca,Rudy De Luca,Parody,8827,5,93
tt0120611,Blade,"Wesley Snipes, Stephen Dorff, Kris Kristofferson, Wesley Snipes, Stephen Dorff, Kris Kristofferson",1998,"Superhero, Supernatural Horror, Vampire Horror, Action, Horror, Sci-Fi, Back to top","A half-vampire, half-mortal man becomes a protector of the mortal race, while slaying evil vampires.",R,David S. Goyer,Stephen Norrington,Superhero,315293,7.1,120
tt0107977,Robin Hood: Men in Tights,"Cary Elwes, Richard Lewis, Roger Rees, Cary Elwes, Richard Lewis, Roger Rees",1993,"Parody, Satire, Slapstick, Adventure, Comedy, Musical, Romance, Back to top","A spoof of Robin Hood in general, and Robin Hood: Prince of Thieves (1991) in particular.",PG-13,"J.D. Shapiro, Evan Chandler, Mel Brooks",Mel Brooks,Parody,140929,6.7,104
tt1483831,Lebanon,"Yoav Donat, Itay Tiran, Oshri Cohen, Yoav Donat, Itay Tiran, Oshri Cohen",2009,"Drama, War, Back to top","During the First Lebanon War in 1982, a lone tank and a paratroopers platoon are dispatched to search a hostile town.",R,Samuel Maoz,Samuel Maoz,Drama,12139,6.9,93
tt0245120,The Forsaken,"Kerr Smith, Brendan Fehr, Izabella Miko, Kerr Smith, Brendan Fehr, Izabella Miko",2001,"Dark Comedy, Teen Horror, Action, Fantasy, Horror, Thriller, Back to top",A young man gets embroiled in a war against vampires.,R,J.S. Cardone,J.S. Cardone,Dark Comedy,9440,5.3,90
tt0092548,American Ninja 2: The Confrontation,"Michael Dudikoff, Steve James, Larry Poindexter, Michael Dudikoff, Steve James, Larry Poindexter",1987,"Martial Arts, Action, Comedy, Drama, Back to top","On a remote Caribbean island, Army Ranger Joe Armstrong investigates the disappearance of several marines, which leads him to The Lion, a super-criminal who has kidnapped a local scientist a... Read all",R,"Avi Kleinberger, Gideon Amir, Gary Conway",Sam Firstenberg,Martial Arts,10099,5,90
tt0071706,Juggernaut,"Richard Harris, Omar Sharif, David Hemmings, Richard Harris, Omar Sharif, David Hemmings",1974,"Disaster, Psychological Thriller, Action, Drama, Thriller, Back to top",A blackmailer demands a huge ransom in exchange for information on how to disarm the seven bombs he placed aboard the transatlantic liner Britannic.,PG,"Richard Alan Simmons, Alan Plater",Richard Lester,Disaster,6843,6.6,109
tt0093185,The Hidden,"Kyle MacLachlan, Michael Nouri, Claudia Christian, Kyle MacLachlan, Michael Nouri, Claudia Christian",1987,"Dark Comedy, Horror, Sci-Fi, Thriller, Back to top",A cop and an FBI agent race for answers after law abiding people suddenly become violent criminals.,R,Jim Kouf,Jack Sholder,Dark Comedy,24051,7,97
tt1196948,Charlie Countryman,"Shia LaBeouf, Evan Rachel Wood, Mads Mikkelsen, Shia LaBeouf, Evan Rachel Wood, Mads Mikkelsen",2013,"Comedy, Drama, Romance, Thriller, Back to top","While travelling abroad, a guy falls for a Romanian beauty whose unreachable heart has its origins in her violent, charismatic ex.",R,Matt Drake,Fredrik Bond,Comedy,30247,6.3,103
tt0124198,Very Bad Things,"Christian Slater, Daniel Stern, Cameron Diaz, Christian Slater, Daniel Stern, Cameron Diaz",1998,"Dark Comedy, Comedy, Crime, Thriller, Back to top",A prostitute is killed during a bachelor party and the attendees turn on each other as the wedding approaches.,R,Peter Berg,Peter Berg,Dark Comedy,49961,6.3,100
tt1924429,Trance,"James McAvoy, Rosario Dawson, Vincent Cassel, James McAvoy, Rosario Dawson, Vincent Cassel",2013,"Dark Comedy, Psychological Thriller, Crime, Drama, Mystery, Thriller, Back to top",An art auctioneer mixed up with a group of criminals partners with a hypnotherapist in order to recover a lost painting.,R,"John Hodge, Joe Ahearne",Danny Boyle,Dark Comedy,119205,6.9,101
tt0070909,Westworld,"Yul Brynner, Richard Benjamin, James Brolin, Yul Brynner, Richard Benjamin, James Brolin",1973,"Artificial Intelligence, Dystopian Sci-Fi, Action, Drama, Sci-Fi, Thriller, Western, Back to top","A robot malfunction creates havoc and terror for unsuspecting vacationers at a futuristic, adult-themed amusement park.",PG,Michael Crichton,Michael Crichton,Artificial Intelligence,64775,6.9,88
tt0923752,The King of Kong: A Fistful of Quarters,"Steve Wiebe, Billy Mitchell, Mark Alpiger, Steve Wiebe, Billy Mitchell, Mark Alpiger",2007,"Biography, Documentary, Sport, Back to top",Die-hard gamers compete to break world records on classic arcade games.,PG-13,Seth Gordon,Seth Gordon,Biography,38083,8,79
tt0386117,Where the Wild Things Are,"Max Records, Catherine O'Hara, Forest Whitaker, Max Records, Catherine O'Hara, Forest Whitaker",2009,"Adventure, Drama, Family, Fantasy, Back to top","Yearning for escape and adventure, a young boy runs away from home and sails to an island filled with creatures that take him in as their king.",PG,"Maurice Sendak, Spike Jonze, Dave Eggers",Spike Jonze,Adventure,110077,6.7,101
tt1535108,Elysium,"Matt Damon, Jodie Foster, Sharlto Copley, Matt Damon, Jodie Foster, Sharlto Copley",2013,"Cyberpunk, Dystopian Sci-Fi, Sci-Fi Epic, Action, Drama, Sci-Fi, Thriller, Back to top","In the year 2154, the very wealthy live on a man-made space station while the rest of the population resides on a ruined Earth. A man takes on a mission that could bring equality to the pola... Read all",R,Neill Blomkamp,Neill Blomkamp,Cyberpunk,480689,6.6,109
tt0097481,Harlem Nights,"Eddie Murphy, Richard Pryor, Redd Foxx, Eddie Murphy, Richard Pryor, Redd Foxx",1989,"Dark Comedy, Period Drama, Slapstick, Comedy, Crime, Drama, Back to top","During the 1930s, a New York City illegal gambling house owner and his associates must deal with strong competition, gangsters, and corrupt cops in order to stay in business.",R,Eddie Murphy,Eddie Murphy,Dark Comedy,25781,6.1,116
tt0118956,Deep Rising,"Treat Williams, Famke Janssen, Anthony Heald, Treat Williams, Famke Janssen, Anthony Heald",1998,"Monster Horror, Action, Adventure, Horror, Sci-Fi, Back to top","A group of heavily armed hijackers board a luxury ocean liner in the South Pacific Ocean to loot it, only to do battle with a series of large-sized, tentacled, man-eating sea creatures who h... Read all",R,Stephen Sommers,Stephen Sommers,Monster Horror,42630,6.1,106
tt0099582,Flatliners,"Kiefer Sutherland, Kevin Bacon, Julia Roberts, Kiefer Sutherland, Kevin Bacon, Julia Roberts",1990,"Psychological Horror, Psychological Thriller, Drama, Horror, Sci-Fi, Thriller, Back to top","Five medical students experiment with ""near death"" experiences, until the dark consequences of past tragedies begin to jeopardize their lives.",R,Peter Filardi,Joel Schumacher,Psychological Horror,95838,6.6,115
tt1800241,American Hustle,"Christian Bale, Amy Adams, Bradley Cooper, Christian Bale, Amy Adams, Bradley Cooper",2013,"Period Drama, True Crime, Crime, Drama, Back to top","A con man, Irving Rosenfeld, along with his seductive partner Sydney Prosser, is forced to work for a wild F.B.I. Agent, Richie DiMaso, who pushes them into a world of Jersey powerbrokers an... Read all",R,"David O. Russell, Eric Warren Singer",David O. Russell,Period Drama,508457,7.2,138
tt1212428,The Lost City of Z,"Charlie Hunnam, Robert Pattinson, Sienna Miller, Charlie Hunnam, Robert Pattinson, Sienna Miller",2016,"Adventure Epic, Docudrama, Epic, Jungle Adventure, Period Drama, Adventure, Biography, Drama, History, Back to top","A true-life drama, centering on British explorer Major Percival Fawcett, who disappeared whilst searching for a mysterious city in the Amazon in the 1920s.",PG-13,"James Gray, David Grann",James Gray,Adventure Epic,102206,6.6,141
tt2309961,Afflicted,"Clif Prowse, Derek Lee, Michael Gill, Clif Prowse, Derek Lee, Michael Gill",2013,"Body Horror, Found Footage Horror, Vampire Horror, Horror, Mystery, Thriller, Back to top","Two best friends see their trip of a lifetime take a dark turn when one of them is struck by a mysterious affliction. Now, in a foreign land, they race to uncover the source before it consum... Read all",R,"Derek Lee, Clif Prowse",Derek Lee,Body Horror,26562,6.2,85
tt0416185,Resurrecting the Champ,"Samuel L. Jackson, Josh Hartnett, Kathryn Morris, Samuel L. Jackson, Josh Hartnett, Kathryn Morris",2007,"Boxing, Drama, Sport, Back to top","Up-and-coming sports reporter rescues a homeless man (""Champ"") only to discover that he is, in fact, a boxing legend believed to have passed away. What begins as an opportunity to resurrect ... Read all",PG-13,"J.R. Moehringer, Michael Bortman, Allison Burnett",Rod Lurie,Boxing,21540,6.7,112
tt0116361,Freeway,"Reese Witherspoon, Kiefer Sutherland, Bokeem Woodbine, Reese Witherspoon, Kiefer Sutherland, Bokeem Woodbine",1996,"Dark Comedy, Crime, Drama, Thriller, Back to top","A twisted take on ""Little Red Riding Hood"", with a teenage juvenile delinquent on the run from a social worker travelling to her grandmother's house and being hounded by a charming, but sadi... Read all",R,Matthew Bright,Matthew Bright,Dark Comedy,33029,6.8,104
tt0100212,My Blue Heaven,"Steve Martin, Rick Moranis, Joan Cusack, Steve Martin, Rick Moranis, Joan Cusack",1990,"Buddy Comedy, Comedy, Crime, Back to top","An all too uptight FBI agent must protect a larger than life mobster with a heart of gold, currently under witness protection in the suburbs.",PG-13,Nora Ephron,Herbert Ross,Buddy Comedy,23095,6.2,97
tt0081398,Raging Bull,"Robert De Niro, Cathy Moriarty, Joe Pesci, Robert De Niro, Cathy Moriarty, Joe Pesci",1980,"Boxing, Docudrama, Period Drama, Biography, Drama, Sport, Back to top","The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it.",R,"Jake LaMotta, Peter Savage, Joseph Carter",Martin Scorsese,Boxing,393121,8.1,129
tt0389790,Bee Movie,"Jerry Seinfeld, Renée Zellweger, Matthew Broderick, Jerry Seinfeld, Renée Zellweger, Matthew Broderick",2007,"Animal Adventure, Computer Animation, Legal Drama, Adventure, Animation, Comedy, Drama, Family, Back to top","Barry B. Benson, a bee just graduated from college, is disillusioned at his lone career choice: making honey. On a special trip outside the hive, Barry's life is saved by Vanessa, a florist ... Read all",PG,"Barry Marder, Spike Feresten, Jerry Seinfeld",Simon J. Smith,Animal Adventure,186792,6.1,91
tt1204977,Ouija,"Olivia Cooke, Ana Coto, Daren Kagasoff, Olivia Cooke, Ana Coto, Daren Kagasoff",2014,"Slasher Horror, Supernatural Horror, Teen Horror, Horror, Mystery, Thriller, Back to top",Terror awaits five friends who unwittingly awaken a dark power by using an antique Ouija board.,PG-13,"Juliet Snowden, Stiles White",Stiles White,Slasher Horror,59792,4.5,89
tt0412019,Broken Flowers,"Bill Murray, Jessica Lange, Sharon Stone, Bill Murray, Jessica Lange, Sharon Stone",2005,"Dark Comedy, Road Trip, Comedy, Drama, Mystery, Romance, Back to top","As the extremely withdrawn Don Johnston is dumped by his latest woman, he receives an anonymous letter from a former lover informing him that he has a son who may be looking for him. A freel... Read all",R,"Sara Driver, Jim Jarmusch, Bill Raden",Jim Jarmusch,Dark Comedy,108414,7.1,106
tt0088814,The Black Cauldron,"Grant Bardsley, Freddie Jones, Susan Sheridan, Grant Bardsley, Freddie Jones, Susan Sheridan",1985,"Dark Fantasy, Hand-Drawn Animation, Quest, Action, Adventure, Animation, Family, Fantasy, Back to top",A young boy and a group of misfit friends embark on a quest to find a dark magic item of ultimate power before a diabolical tyrant can.,PG,"Lloyd Alexander, David Jonas, Vance Gerry",Ted Berman,Dark Fantasy,42710,6.3,80
tt0060862,The Professionals,"Burt Lancaster, Lee Marvin, Robert Ryan, Burt Lancaster, Lee Marvin, Robert Ryan",1966,"Action, Adventure, Drama, Western, Back to top",An arrogant Texas millionaire hires four adventurers to rescue his kidnapped wife from a notorious Mexican bandit.,PG-13,"Frank O'Rourke, Richard Brooks",Richard Brooks,Action,19662,7.3,117
tt0195685,Erin Brockovich,"Julia Roberts, Albert Finney, David Brisbin, Julia Roberts, Albert Finney, David Brisbin",2000,"Docudrama, Legal Drama, Workplace Drama, Biography, Drama, Back to top",A flamboyant law firm secretary works tirelessly to gain justice for a small town wrecked by a utility company's pollution.,R,Susannah Grant,Steven Soderbergh,Docudrama,232095,7.5,131
tt0085809,Koyaanisqatsi,"Edward Asner, Pat Benatar, Jerry Brown, Edward Asner, Pat Benatar, Jerry Brown",1982,"Faith & Spirituality Documentary, Nature Documentary, Documentary, Music, Back to top","A collection of expertly photographed phenomena with no conventional plot. The footage focuses on the relationship between nature, humanity, and technology.",Not Rated,"Ron Fricke, Michael Hoenig, Godfrey Reggio",Godfrey Reggio,Faith & Spirituality Documentary,43021,8.2,86
tt0758774,Body of Lies,"Leonardo DiCaprio, Russell Crowe, Mark Strong, Leonardo DiCaprio, Russell Crowe, Mark Strong",2008,"Conspiracy Thriller, Political Thriller, Spy, Action, Drama, Thriller, Back to top",A CIA agent on the ground in Jordan hunts down a powerful terrorist leader while being caught between the unclear intentions of his American supervisors and Jordan Intelligence.,R,"David Ignatius, William Monahan",Ridley Scott,Conspiracy Thriller,244281,7,128
tt0113010,Fair Game,"William Baldwin, Cindy Crawford, Steven Berkoff, William Baldwin, Cindy Crawford, Steven Berkoff",1995,"Dark Comedy, Action, Romance, Thriller, Back to top","Max Kirkpatrick is a cop who protects Kate McQuean, a civil law attorney, from a renegade KGB team out to terminate her.",R,"Paula Gosling, Charlie Fletcher",Andrew Sipes,Dark Comedy,14248,4.4,91
tt6198946,The Hole in the Ground,"Seána Kerslake, James Quinn Markey, Kati Outinen, Seána Kerslake, James Quinn Markey, Kati Outinen",2019,"Body Horror, Folk Horror, Drama, Horror, Mystery, Back to top","A single mother living in the Irish countryside with her son begins to suspect he may not be her son at all, and fears his increasingly disturbing behavior is linked to a mysterious sinkhole... Read all",R,"Lee Cronin, Stephen Shields",Lee Cronin,Body Horror,23331,5.6,90
tt1821658,The Nut Job,"Will Arnett, Brendan Fraser, Liam Neeson, Will Arnett, Brendan Fraser, Liam Neeson",2014,"Computer Animation, Parody, Adventure, Animation, Comedy, Crime, Family, Back to top","An incorrigibly self-serving exiled squirrel finds himself helping his former park brethren survive by raiding a nut store, a location that also happens to be a front for a human gang's bank... Read all",PG,"Peter Lepeniotis, Lorne Cameron, Daniel Woo",Peter Lepeniotis,Computer Animation,31119,5.7,85
tt0059797,Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 Hours 11 Minutes,"Stuart Whitman, Sarah Miles, James Fox, Stuart Whitman, Sarah Miles, James Fox",1965,"Farce, Slapstick, Adventure, Comedy, Family, Back to top","Hoping to push Britain to the forefront of aviation, a London publisher organizes an international air race across the English Channel, but must contend with two entrants vying for his daugh... Read all",G,"Jack Davies, Georges Dutter, Ken Annakin",Ken Annakin,Farce,9492,7,138
tt0097937,My Left Foot,"Daniel Day-Lewis, Brenda Fricker, Alison Whelan, Daniel Day-Lewis, Brenda Fricker, Alison Whelan",1989,"Biography, Drama, Back to top","Christy Brown, born with cerebral palsy, learns to paint and write with his only controllable limb - his left foot.",R,"Jim Sheridan, Shane Connaughton, Christy Brown",Jim Sheridan,Biography,82111,7.8,103
tt0433387,Harsh Times,"Christian Bale, Freddy Rodríguez, Eva Longoria, Christian Bale, Freddy Rodríguez, Eva Longoria",2005,"Action, Crime, Drama, Thriller, Back to top",A tough-minded drama about two friends in South Central Los Angeles and the violence that comes between them.,R,David Ayer,David Ayer,Action,69556,6.8,116
tt0373416,Underclassman,"Hugh Bonneville, Shawn Ashmore, Kelly Hu, Hugh Bonneville, Shawn Ashmore, Kelly Hu",2005,"Action, Comedy, Crime, Drama, Thriller, Back to top",A young detective goes undercover at an elite private school to destroy an international stolen car ring.,PG-13,"David Wagner, Brent Goldberg, Nick Cannon",Marcos Siega,Action,6019,4.4,95
tt0070239,Jesus Christ Superstar,"Ted Neeley, Carl Anderson, Yvonne Elliman, Ted Neeley, Carl Anderson, Yvonne Elliman",1973,"Rock Musical, Drama, History, Musical, Back to top","Film version of the musical stage play, presenting the last few weeks of Christ's life told in an anachronistic manner.",G,"Norman Jewison, Melvyn Bragg, Tim Rice",Norman Jewison,Rock Musical,30798,7.4,106
tt0042788,Night and the City,"Richard Widmark, Gene Tierney, Googie Withers, Richard Widmark, Gene Tierney, Googie Withers",1950,"Film Noir, Crime, Sport, Thriller, Back to top",A small-time grifter and nightclub tout takes advantage of some fortuitous circumstances and tries to become a big-time player as a wrestling promoter.,Approved,"Gerald Kersh, Austin Dempster, Jo Eisinger",Jules Dassin,Film Noir,15879,7.8,101
tt0191636,Widow of St. Pierre,"Juliette Binoche, Daniel Auteuil, Emir Kusturica, Juliette Binoche, Daniel Auteuil, Emir Kusturica",2000,"Period Drama, Drama, History, Romance, Back to top","In a small French colony, a drunken man kills someone. While a guillotine is being shipped in, he changes, becoming a good and popular man.",R,"Patrice Leconte, Claude Faraldo",Patrice Leconte,Period Drama,5791,7.1,112
tt0096054,School Daze,"Laurence Fishburne, Giancarlo Esposito, Tisha Campbell, Laurence Fishburne, Giancarlo Esposito, Tisha Campbell",1988,"Satire, Comedy, Drama, Musical, Back to top",A not so popular young man wants to pledge to a popular fraternity at his historically black college.,R,Spike Lee,Spike Lee,Satire,8394,6.1,121
tt1082807,The Belko Experiment,"John Gallagher Jr., Tony Goldwyn, Adria Arjona, John Gallagher Jr., Tony Goldwyn, Adria Arjona",2016,"Dark Comedy, Horror, Thriller, Back to top","In a twisted social experiment, eighty Americans are locked in their high-rise corporate office in Bogotá, Colombia, and ordered by an unknown voice coming from the company's intercom system... Read all",R,James Gunn,Greg McLean,Dark Comedy,62673,6.2,89
tt0071222,Black Christmas,"Olivia Hussey, Keir Dullea, Margot Kidder, Olivia Hussey, Keir Dullea, Margot Kidder",1974,"Slasher Horror, Whodunnit, Holiday, Horror, Mystery, Thriller, Back to top","During their Christmas break, a group of sorority girls are stalked by a stranger.",R,Roy Moore,Bob Clark,Slasher Horror,52473,7.1,98
tt0279331,Dark Blue,"Kurt Russell, Ving Rhames, Scott Speedman, Kurt Russell, Ving Rhames, Scott Speedman",2002,"Cop Drama, Crime, Drama, Thriller, Back to top",A robbery homicide investigation triggers a series of events that will cause a corrupt LAPD officer to question his tactics.,R,"David Ayer, James Ellroy",Ron Shelton,Cop Drama,24794,6.6,118
tt0070959,State of Siege,"Yves Montand, Renato Salvatori, O.E. Hasse, Yves Montand, Renato Salvatori, O.E. Hasse",1972,"Crime, Drama, Mystery, Thriller, Back to top","Using the interrogation of a US counterinsurgency agent as a backdrop, the film explores the consequences of the struggle between Uruguay's government and the leftist Tupamaro guerrillas.",Not Rated,"Costa-Gavras, Franco Solinas",Costa-Gavras,Crime,6353,7.7,130
tt0034891,In Which We Serve,"Noël Coward, John Mills, Bernard Miles, Noël Coward, John Mills, Bernard Miles",1942,"Drama, War, Back to top","This ""story of a ship"", the British destroyer H.M.S. Torrin, is told in flashbacks by survivors as they cling to a life raft.",Not Rated,Noël Coward,Noël Coward,Drama,6702,7.2,115
tt0105402,Sidekicks,"Chuck Norris, Beau Bridges, Jonathan Brandis, Chuck Norris, Beau Bridges, Jonathan Brandis",1992,"Action, Adventure, Comedy, Drama, Sport, Back to top",A bullied teen who fantasizes about being Chuck Norris' sidekick trains in martial arts to fulfill his dreams.,PG,"Galen Thompson, Lou Illar",Aaron Norris,Action,10191,5.2,101
tt1116184,Jackass 3D,"Johnny Knoxville, Steve-O, Bam Margera, Johnny Knoxville, Steve-O, Bam Margera",2010,"Action, Comedy, Documentary, Back to top","Johnny Knoxville and company return for the third installment of their TV show spin-off, where dangerous stunts and explicit public displays rule.",R,"Bam Margera, Jeff Tremaine, Johnny Knoxville",Jeff Tremaine,Action,69700,7,94
tt0106873,Fatal Instinct,"Armand Assante, Sherilyn Fenn, Kate Nelligan, Armand Assante, Sherilyn Fenn, Kate Nelligan",1993,"Parody, Comedy, Crime, Thriller, Back to top","A cop who moonlights as a lawyer cheats on his wife, not knowing that she's cheating on him and plans to kill him for the insurance.",PG-13,David O'Malley,Carl Reiner,Parody,8299,5.7,91
tt0087231,The Falcon and the Snowman,"Timothy Hutton, Sean Penn, Pat Hingle, Timothy Hutton, Sean Penn, Pat Hingle",1985,"True Crime, Biography, Crime, Drama, Thriller, Back to top",The true story of a disillusioned military contractor employee and his drug pusher childhood friend who became walk-in spies for the Soviet Union.,R,"Steven Zaillian, Robert Lindsey",John Schlesinger,True Crime,13444,6.8,131
tt3631112,The Girl on the Train,"Emily Blunt, Haley Bennett, Rebecca Ferguson, Emily Blunt, Haley Bennett, Rebecca Ferguson",2016,"Psychological Drama, Psychological Thriller, Whodunnit, Crime, Drama, Mystery, Thriller, Back to top",A divorcee becomes entangled in a missing persons investigation that promises to send shockwaves throughout her life.,R,"Paula Hawkins, Erin Cressida Wilson",Tate Taylor,Psychological Drama,204750,6.5,112
tt0176269,Universal Soldier: The Return,"Jean-Claude Van Damme, Bill Goldberg, Heidi Schanz, Jean-Claude Van Damme, Bill Goldberg, Heidi Schanz",1999,"One-Person Army Action, Action, Sci-Fi, Back to top","The ""universal soldiers"" must fight the whole army, when the military's supercomputer S.E.T.H gets out of control.",R,"Christopher Leitch, Dean Devlin, Richard Rothstein",Mic Rodgers,One-Person Army Action,31360,4.2,83
tt2980516,The Theory of Everything,"Eddie Redmayne, Felicity Jones, Tom Prior, Eddie Redmayne, Felicity Jones, Tom Prior",2014,"Docudrama, Medical Drama, Biography, Drama, Romance, Back to top",Stephen Hawking gets unprecedented success in the field of physics despite being diagnosed with motor neuron disease at the age of 21. He defeats awful odds as his first wife Jane aids him l... Read all,PG-13,"Jane Hawking, Anthony McCarten",James Marsh,Docudrama,494284,7.7,123
tt2719848,Everest,"Jason Clarke, Ang Phula Sherpa, Thomas M. Wright, Jason Clarke, Ang Phula Sherpa, Thomas M. Wright",2015,"Docudrama, Mountain Adventure, Survival, Adventure, Biography, Drama, Thriller, Back to top","On May 10, 1996, mountain guides Rob Hall and Scott Fischer combine their expedition teams for a final ascent to the summit of Mount Everest. With little warning, a storm strikes the mountai... Read all",PG-13,"Simon Beaufoy, William Nicholson",Baltasar Kormákur,Docudrama,238636,7.1,121
tt2328900,Mary Queen of Scots,"Saoirse Ronan, Margot Robbie, Jack Lowden, Saoirse Ronan, Margot Robbie, Jack Lowden",2018,"Costume Drama, Period Drama, Biography, Drama, History, Back to top","Mary Stuart's (Saoirse Ronan's) attempt to overthrow her cousin Elizabeth I (Margot Robbie), Queen of England, finds her condemned to years of imprisonment before facing execution.",R,"Beau Willimon, John Guy",Josie Rourke,Costume Drama,57318,6.3,124
tt0093418,Like Father Like Son,"Dudley Moore, Kirk Cameron, Margaret Colin, Dudley Moore, Kirk Cameron, Margaret Colin",1987,"Body Swap Comedy, Comedy, Fantasy, Back to top",A mysterious potion switches the personalities of a buttoned-up doctor and his laid-back son.,PG-13,"Lorne Cameron, David Hoselton, Steve Bloom",Rod Daniel,Body Swap Comedy,6644,5.2,100
tt0086200,Risky Business,"Tom Cruise, Rebecca De Mornay, Joe Pantoliano, Tom Cruise, Rebecca De Mornay, Joe Pantoliano",1983,"Raunchy Comedy, Teen Comedy, Comedy, Crime, Drama, Romance, Back to top","A Chicago teenager is looking for fun at home while his parents are away, but the situation quickly gets out of hand.",R,Paul Brickman,Paul Brickman,Raunchy Comedy,103655,6.8,99
tt0912593,No End in Sight,"Campbell Scott, Gerald Burke, Ali Fadhil, Campbell Scott, Gerald Burke, Ali Fadhil",2007,"Military Documentary, Documentary, War, Back to top",A comprehensive look at the Bush Administration's conduct of the Iraq war and its occupation of the country.,Not Rated,Charles Ferguson,Charles Ferguson,Military Documentary,8722,8.2,102
tt0075066,The Pink Panther Strikes Again,"Peter Sellers, Herbert Lom, Lesley-Anne Down, Peter Sellers, Herbert Lom, Lesley-Anne Down",1976,"Bumbling Detective, Farce, Slapstick, Comedy, Crime, Back to top","After escaping from an insane asylum, the bonkers Charles Dreyfus sends 26 assassins on the trail of the forever bumbling Inspector Clouseau.",PG,"Frank Waldman, Blake Edwards",Blake Edwards,Bumbling Detective,33100,7.1,103
tt0405159,Million Dollar Baby,"Hilary Swank, Clint Eastwood, Morgan Freeman, Hilary Swank, Clint Eastwood, Morgan Freeman",2004,"Boxing, Tragedy, Drama, Sport, Back to top","Frankie, an ill-tempered old coach, reluctantly agrees to train aspiring boxer Maggie. Impressed with her determination and talent, he helps her become the best and the two soon form a close... Read all",PG-13,"F.X. Toole, Paul Haggis",Clint Eastwood,Boxing,742464,8.1,132
tt0083791,The Dark Crystal,"Jim Henson, Kathryn Mullen, Frank Oz, Jim Henson, Kathryn Mullen, Frank Oz",1982,"Adventure Epic, Dark Fantasy, Fantasy Epic, Adventure, Family, Fantasy, Back to top","On another planet in the distant past, a Gelfling embarks on a quest to find the missing shard of a magical crystal, and to restore order to his world.",PG,"David Odell, Jim Henson",Jim Henson,Adventure Epic,74113,7.1,93
tt2213054,Kai Po Che,"Amit Sadh, Sushant Singh Rajput, Rajkummar Rao, Amit Sadh, Sushant Singh Rajput, Rajkummar Rao",2013,"Coming-of-Age, Tragedy, Drama, Sport, Back to top",Three friends growing up in India at the turn of the millennium set out to open a training academy to produce the country's next cricket stars.,Not Rated,"Abhishek Kapoor, Supratik Sen, Chetan Bhagat",Abhishek Kapoor,Coming-of-Age,39327,7.8,130
tt0120773,The Odd Couple II,"Jack Lemmon, Walter Matthau, Richard Riehle, Jack Lemmon, Walter Matthau, Richard Riehle",1998,"Buddy Comedy, Road Trip, Adventure, Comedy, Back to top",Oscar and Felix take a road trip to their son and daughter's wedding.,PG-13,Neil Simon,Howard Deutch,Buddy Comedy,11007,6.4,97
tt1332134,King of Devil's Island,"Benjamin Helstad, Trond Nilssen, Stellan Skarsgård, Benjamin Helstad, Trond Nilssen, Stellan Skarsgård",2010,"Drama, Back to top","Norwegian winter, early 20th century. On the boys home Bastoy, a new inmate leads the boys to a violent uprising against a brutal regime. How far is he willing to go to attain freedom?",Not Rated,"Mette M. Bølstad, Lars Saabye Christensen, Dennis Magnusson",Marius Holst,Drama,20355,7.4,116
