IMDB_ID,Title,Stars,Year,Genres,Description,Certificate,Writers,Director,Primary Genre,Votes,Rating,Duration
tt0451094,Lady Vengeance,"Lee Yeong-ae, Choi Min-sik, Yea-young Kwon, Lee Yeong-ae, Choi Min-sik, Yea-young Kwon",2005,"Dark Comedy, Crime, Drama, Thriller, Back to top","After being wrongfully imprisoned for thirteen years and having her child taken away from her, a woman seeks revenge through increasingly brutal means.",R,"Park Chan-wook, Park Myeong-chan, Chung Seo-kyung",Park Chan-wook,Dark Comedy,88750,7.5,115
tt0097108,"The Cook, the Thief, His Wife & Her Lover","Richard Bohringer, Michael Gambon, Helen Mirren, Richard Bohringer, Michael Gambon, Helen Mirren",1989,"Dark Comedy, Crime, Drama, Back to top","At an opulent gourmet restaurant, a woman carries on an affair with deadly consequences.",NC-17,Peter Greenaway,Peter Greenaway,Dark Comedy,43232,7.5,124
tt1921064,Pompeii,"Kit Harington, Emily Browning, Kiefer Sutherland, Kit Harington, Emily Browning, Kiefer Sutherland",2014,"Disaster, Epic, Romantic Epic, Sword & Sandal, Action, Adventure, Drama, History, Romance, Back to top","A slave-turned-gladiator finds himself in a race against time to save his true love, who has been betrothed to a corrupt Roman Senator. As Mount Vesuvius erupts, he must fight to save his be... Read all",PG-13,"Janet Scott Batchler, Michael Robert Johnson, Lee Batchler",Paul W.S. Anderson,Disaster,119536,5.5,105
tt4244998,Alpha,"Kodi Smit-McPhee, Jóhannes Haukur Jóhannesson, Marcin Kowalczyk, Kodi Smit-McPhee, Jóhannes Haukur Jóhannesson, Marcin Kowalczyk",2018,"Adventure, Drama, Back to top","In the prehistoric past, a young man struggles to return home after being separated from his tribe during a buffalo hunt. He finds a similarly lost wolf companion and starts a friendship tha... Read all",PG-13,"Daniele Sebastian Wiedenhaupt, Albert Hughes",Albert Hughes,Adventure,68342,6.6,96
tt2357377,The Berlin File,"Ha Jung-woo, Han Suk-kyu, Ryu Seung-beom, Ha Jung-woo, Han Suk-kyu, Ryu Seung-beom",2013,"Spy, Action, Thriller, Back to top","Jong-seong, a North Korean ghost agent, interrupts an illegal arms sale in Berlin. A notorious North Korean agent tests the loyalties of everyone involved as Jong-Seong prepares to make the ... Read all",PG-13,"Ryoo Seung-wan, Ted Geoghegan, Stefanie Y. Hong",Ryoo Seung-wan,Spy,7800,6.6,121
tt4411596,My Cousin Rachel,"Rachel Weisz, Sam Claflin, Holliday Grainger, Rachel Weisz, Sam Claflin, Holliday Grainger",2017,"Drama, Mystery, Romance, Thriller, Back to top","A young Englishman plots revenge against his late cousin's mysterious, beautiful wife, believing her responsible for his death. But his feelings become complicated as he finds himself fallin... Read all",PG-13,"Roger Michell, Daphne Du Maurier",Roger Michell,Drama,21541,6,106
tt0384286,Cry Wolf,"Julian Morris, Lindy Booth, Jared Padalecki, Julian Morris, Lindy Booth, Jared Padalecki",2005,"Slasher Horror, Teen Horror, Whodunnit, Drama, Horror, Mystery, Thriller, Back to top","Eight unsuspecting high school seniors at a posh boarding school, who delight themselves on playing games of lies, come face-to-face with terror and learn that nobody believes a liar - even ... Read all",Unrated,"Jeff Wadlow, Beau Bauman",Jeff Wadlow,Slasher Horror,29103,5.8,90
tt0236216,The Filth and the Fury,"Paul Cook, Steve Jones, John Lydon, Paul Cook, Steve Jones, John Lydon",2000,"Dark Comedy, Biography, Documentary, Music, Back to top","A film about the career of the notorious punk rock band, the Sex Pistols.",R,,Julien Temple,Dark Comedy,6283,7.6,108
tt0146309,Thirteen Days,"Kevin Costner, Bruce Greenwood, Shawn Driscoll, Kevin Costner, Bruce Greenwood, Shawn Driscoll",2000,"Docudrama, Period Drama, Political Drama, Political Thriller, Drama, History, Thriller, Back to top","In October 1962, the Kennedy administration struggles to contain the Cuban Missile Crisis.",PG-13,"Philip D. Zelikow, Ernest R. May, David Self",Roger Donaldson,Docudrama,64465,7.3,145
tt0259711,Vanilla Sky,"Tom Cruise, Penélope Cruz, Cameron Diaz, Tom Cruise, Penélope Cruz, Cameron Diaz",2001,"Psychological Thriller, Fantasy, Mystery, Romance, Sci-Fi, Thriller, Back to top",A self-indulgent and vain publishing magnate finds his privileged life upended after a vehicular accident with a resentful lover.,R,"Cameron Crowe, Alejandro Amenábar, Mateo Gil",Cameron Crowe,Psychological Thriller,292998,6.9,136
tt0255477,Pinocchio,"Roberto Benigni, Nicoletta Braschi, Carlo Giuffrè, Roberto Benigni, Nicoletta Braschi, Carlo Giuffrè",2002,"Comedy, Family, Fantasy, Back to top","Despite guidance from the Blue Fairy and the love of his father, a wooden puppet's curious spirit leads him into one wild adventure after another.",G,"Carlo Collodi, Vincenzo Cerami, Roberto Benigni",Roberto Benigni,Comedy,8775,4.3,108
tt1433905,All the Best: Fun Begins,"Sanjay Dutt, Ajay Devgn, Fardeen Khan, Sanjay Dutt, Ajay Devgn, Fardeen Khan",2009,"Action, Comedy, Drama, Musical, Back to top",The unexpected arrival of his elder NRI brother and assorted characters complicates the life of a Goan male.,Unrated,"Robin Bhatt, Paritosh Painter, Kumaar",Rohit Shetty,Action,7360,6.2,144
tt0362165,Son of the Mask,"Jamie Kennedy, Traylor Howard, Alan Cumming, Jamie Kennedy, Traylor Howard, Alan Cumming",2005,"Slapstick, Comedy, Family, Fantasy, Back to top","Tim Avery, an aspiring cartoonist, finds himself in a predicament when his dog stumbles upon the mask of Loki. Then after conceiving an infant son ""born of the mask"", he discovers just how l... Read all",PG,Lance Khazei,Lawrence Guterman,Slapstick,60667,2.3,94
tt0078504,The Wiz,"Diana Ross, Michael Jackson, Nipsey Russell, Diana Ross, Michael Jackson, Nipsey Russell",1978,"Pop Musical, Adventure, Family, Fantasy, Musical, Back to top","An adaptation of ""The Wizard of Oz"" that tries to capture the essence of the African-American experience.",G,"Joel Schumacher, L. Frank Baum, William F. Brown",Sidney Lumet,Pop Musical,18062,5.6,134
tt1314652,The Housemaid,"Jeon Do-yeon, Lee Jung-jae, Youn Yuh-jung, Jeon Do-yeon, Lee Jung-jae, Youn Yuh-jung",2010,"Erotic Thriller, Drama, Thriller, Back to top",A man's affair with his family's housemaid leads to dark consequences.,Not Rated,"Kim Ki-young, Im Sang-soo",Im Sang-soo,Erotic Thriller,13290,6.4,107
tt0463998,Freedom Writers,"Hilary Swank, Imelda Staunton, Patrick Dempsey, Hilary Swank, Imelda Staunton, Patrick Dempsey",2007,"Tragedy, True Crime, Biography, Crime, Drama, Back to top","Erin Gruwell, a young teacher in a racially divided Los Angeles school, inspires her class of at-risk students, deemed incapable of learning, to learn tolerance, apply themselves, and pursue... Read all",PG-13,"Richard LaGravenese, Freedom Writers, Erin Gruwell",Richard LaGravenese,Tragedy,88289,7.6,123
tt0118636,Apt Pupil,"Ian McKellen, Brad Renfro, Joshua Jackson, Ian McKellen, Brad Renfro, Joshua Jackson",1998,"Crime, Drama, Thriller, Back to top",A boy blackmails his neighbor after suspecting him to be a Nazi war criminal.,R,"Stephen King, Brandon Boyce",Bryan Singer,Crime,42756,6.7,111
tt0476995,Firehouse Dog,"Josh Hutcherson, Bruce Greenwood, Bree Turner, Josh Hutcherson, Bruce Greenwood, Bree Turner",2007,"Animal Adventure, Action, Comedy, Family, Back to top","Rexxx, Hollywood's top canine star, gets lost and is adopted into a shabby firehouse. He teams up with a young kid to get the station back on its feet.",PG,"Michael Colleary, Claire-Dee Lim, Mike Werb",Todd Holland,Animal Adventure,6451,5.5,111
tt0217505,Gangs of New York,"Leonardo DiCaprio, Cameron Diaz, Daniel Day-Lewis, Leonardo DiCaprio, Cameron Diaz, Daniel Day-Lewis",2002,"Costume Drama, Epic, Gangster, Period Drama, Crime, Drama, Back to top","In 1862, Amsterdam Vallon returns to the Five Points area of New York City seeking revenge against Bill the Butcher; his father's killer.",R,"Steven Zaillian, Kenneth Lonergan, Jay Cocks",Martin Scorsese,Costume Drama,486112,7.5,167
tt0291341,Mean Machine,"Vinnie Jones, David Kelly, David Hemmings, Vinnie Jones, David Kelly, David Hemmings",2001,"Comedy, Crime, Drama, Sport, Back to top",A football star jailed for assault leads a group of inmates in a match against prison guards.,R,"Tracy Keenan Wynn, Chris Baker, Charlie Fletcher",Barry Skolnick,Comedy,42712,6.4,99
tt0065214,The Wild Bunch,"William Holden, Ernest Borgnine, Robert Ryan, William Holden, Ernest Borgnine, Robert Ryan",1969,"Western Epic, Action, Adventure, Drama, Western, Back to top","An aging group of outlaws in 1913 Texas look for one last big score, selling stolen Army rifles to a rogue Mexican general during that country's revolution, as the traditional American West ... Read all",R,"Roy N. Sickner, Sam Peckinpah, Walon Green",Sam Peckinpah,Western Epic,92597,7.9,145
tt0093605,Near Dark,"Adrian Pasdar, Jenny Wright, Lance Henriksen, Adrian Pasdar, Jenny Wright, Lance Henriksen",1987,"Contemporary Western, Dark Comedy, Vampire Horror, Horror, Back to top",A small-town farmer's son reluctantly joins a traveling group of vampires after he is bitten by a beautiful drifter.,R,"Kathryn Bigelow, Eric Red",Kathryn Bigelow,Contemporary Western,47071,6.9,94
tt0462335,High-Rise,"Tom Hiddleston, Jeremy Irons, Sienna Miller, Tom Hiddleston, Jeremy Irons, Sienna Miller",2015,"Dark Comedy, Drama, Sci-Fi, Back to top",Life for the residents of a tower block begins to run out of control.,R,"J.G. Ballard, Amy Jump",Ben Wheatley,Dark Comedy,46291,5.5,119
tt0405336,Southland Tales,"Dwayne Johnson, Sarah Michelle Gellar, Seann William Scott, Dwayne Johnson, Sarah Michelle Gellar, Seann William Scott",2006,"Dark Comedy, Satire, Comedy, Drama, Mystery, Sci-Fi, Thriller, Back to top","During a three-day heat wave just before a huge 4th of July celebration, an action star stricken with amnesia meets up with a porn star who is developing her own reality TV project, and a po... Read all",R,Richard Kelly,Richard Kelly,Dark Comedy,41455,5.3,145
tt2854926,Tag,"Jeremy Renner, Ed Helms, Jake Johnson, Jeremy Renner, Ed Helms, Jake Johnson",2018,"Action, Comedy, Back to top","A small group of former classmates organize an elaborate, annual game of tag that requires some to travel all over the country.",R,"Rob McKittrick, Mark Steilen, Russell Adams",Jeff Tomsic,Action,154287,6.5,100
tt1232207,Capitalism: A Love Story,"Michael Moore, William Black, Jimmy Carter, Michael Moore, William Black, Jimmy Carter",2009,"Crime, Documentary, History, Back to top",An examination of the social costs of corporate interests pursuing profits at the expense of the public good.,R,Michael Moore,Michael Moore,Crime,44234,7.4,127
tt1684925,Wish You Were Here,"Joel Edgerton, Teresa Palmer, Felicity Price, Joel Edgerton, Teresa Palmer, Felicity Price",2012,"Drama, Mystery, Thriller, Back to top","Two Australian couples, two sisters, are on vacation in Southern Cambodia. Jeremy goes missing. What happened? Were drugs involved? Secrets are slowly revealed after the 3 return to Sydney.",R,"Felicity Price, Kieran Darcy-Smith",Kieran Darcy-Smith,Drama,6308,5.9,89
tt0985694,Machete,"Danny Trejo, Michelle Rodriguez, Robert De Niro, Danny Trejo, Michelle Rodriguez, Robert De Niro",2010,"Dark Comedy, Superhero, Action, Crime, Thriller, Back to top","After being set-up and betrayed by the man who hired him to assassinate a Texas Senator, an ex-Federale launches a brutal rampage of revenge against his former boss.",R,"Álvaro Rodríguez, Robert Rodriguez",Ethan Maniquis,Dark Comedy,206765,6.6,105
tt7083526,Breakthrough,"Marcel Ruiz, Topher Grace, Sarah Constible, Marcel Ruiz, Topher Grace, Sarah Constible",2019,"Medical Drama, Biography, Drama, Back to top","When her 14-year-old son drowns in a lake, a faithful mother prays for him to come back from the brink of death and be healed.",PG,"Grant Nieporte, Joyce Smith",Roxann Dawson,Medical Drama,11430,6.3,116
tt0963966,The Sorcerer's Apprentice,"Nicolas Cage, Jay Baruchel, Alfred Molina, Nicolas Cage, Jay Baruchel, Alfred Molina",2010,"Quest, Action, Adventure, Family, Fantasy, Back to top",A protege of the magician Merlin must train his teacher's successor - an introverted but resourceful physics prodigy - in the art of sorcery to prevent the return of Morgana le Fay.,PG,"Lawrence Konner, Mark Rosenthal, Matt Lopez",Jon Turteltaub,Quest,172973,6.1,109
tt1704573,Bernie,"Jack Black, Shirley MacLaine, Matthew McConaughey, Jack Black, Shirley MacLaine, Matthew McConaughey",2011,"Dark Comedy, Docudrama, True Crime, Biography, Comedy, Crime, Drama, Back to top","In small-town Texas, an affable mortician strikes up a friendship with a wealthy widow, though when she starts to become controlling, he goes to great lengths to separate himself from her gr... Read all",PG-13,"Richard Linklater, Skip Hollandsworth",Richard Linklater,Dark Comedy,65365,6.8,99
tt0101615,Cool as Ice,"Vanilla Ice, Kristin Minter, Naomi Campbell, Vanilla Ice, Kristin Minter, Naomi Campbell",1991,"Comedy, Drama, Music, Romance, Back to top",A rapper gets stuck in a small town and falls for a local girl whose family is in witness protection.,PG,David Stenn,David Kellogg,Comedy,10647,2.9,91
tt0120693,Half Baked,"Dave Chappelle, Guillermo Diaz, Jim Breuer, Dave Chappelle, Guillermo Diaz, Jim Breuer",1998,"Slapstick, Stoner Comedy, Comedy, Crime, Back to top",The story of three not so bright men who come up with a series of crazy schemes to get a friend out of jail.,R,"Dave Chappelle, Neal Brennan",Tamra Davis,Slapstick,69190,6.6,82
tt0308476,The Cuckoo,"Anni-Kristiina Juuso, Ville Haapasalo, Viktor Bychkov, Anni-Kristiina Juuso, Ville Haapasalo, Viktor Bychkov",2002,"Comedy, Drama, War, Back to top","In World War II, a Finnish sniper is left chained to a rock by German soldiers, while a captain of the Red Army, en route to his court martial, is almost blown up by Russian planes. A Lapp w... Read all",PG-13,Aleksandr Rogozhkin,Aleksandr Rogozhkin,Comedy,8093,7.7,99
tt0096913,Best of the Best,"Eric Roberts, James Earl Jones, Sally Kirkland, Eric Roberts, James Earl Jones, Sally Kirkland",1989,"Martial Arts, Action, Drama, Sport, Back to top",A team from the United States is going to compete against Korea in a Tae Kwon Do tournament. The team consists of fighters from all over the country - can they overcome their rivalry and wor... Read all,PG-13,"Phillip Rhee, Paul Levine, Max Strom",Robert Radler,Martial Arts,15989,6.4,97
tt0097240,Drugstore Cowboy,"Matt Dillon, Kelly Lynch, James Le Gros, Matt Dillon, Kelly Lynch, James Le Gros",1989,"Dark Comedy, Drug Crime, Crime, Drama, Back to top",A pharmacy-robbing dope fiend and his crew pop pills and evade the law.,R,"Gus Van Sant, Daniel Yost, James Fogle",Gus Van Sant,Dark Comedy,42209,7.2,101
tt0929425,Gomorrah,"Gianfelice Imparato, Salvatore Abbruzzese, Toni Servillo, Gianfelice Imparato, Salvatore Abbruzzese, Toni Servillo",2008,"True Crime, Crime, Drama, Back to top","Scampia Vele is the Corbusian architecture which has become a stronghold for Mafia of Naples, Italy.",Not Rated,"Ugo Chiti, Maurizio Braucci, Roberto Saviano",Matteo Garrone,True Crime,52102,7,137
tt1220634,Resident Evil: Afterlife,"Milla Jovovich, Ali Larter, Wentworth Miller, Milla Jovovich, Ali Larter, Wentworth Miller",2010,"Zombie Horror, Action, Horror, Sci-Fi, Back to top","While still out to destroy the evil Umbrella Corporation, Alice joins a group of survivors living in a prison surrounded by the infected who also want to relocate to the mysterious but suppo... Read all",R,Paul W.S. Anderson,Paul W.S. Anderson,Zombie Horror,182800,5.8,96
tt0085933,Merry Christmas Mr. Lawrence,"David Bowie, Tom Conti, Ryuichi Sakamoto, David Bowie, Tom Conti, Ryuichi Sakamoto",1983,"Drama, War, Back to top","During WWII, a British colonel tries to bridge the cultural divides between a British POW and the Japanese camp commander in order to avoid bloodshed.",R,"Paul Mayersberg, Nagisa Ôshima, Lourens van der Post",Nagisa Ôshima,Drama,21116,7.2,123
tt3513498,The Lego Movie 2: The Second Part,"Chris Pratt, Elizabeth Banks, Will Arnett, Chris Pratt, Elizabeth Banks, Will Arnett",2019,"Alien Invasion, Computer Animation, Dystopian Sci-Fi, Quirky Comedy, Space Sci-Fi, Adventure, Animation, Comedy, Family, Fantasy, Back to top","It's been five years since everything was awesome and the citizens are facing the huge new threat of Lego Duplo, invaders from outer space, wrecking everything faster than they can rebuild.",PG,"Phil Lord, Matthew Fogel, Christopher Miller",Mike Mitchell,Alien Invasion,80380,6.5,107
tt2339505,Kochadaiiyaan,"Rajinikanth, Deepika Padukone, R. Sarathkumar, Rajinikanth, Deepika Padukone, R. Sarathkumar",2014,"Action Epic, Computer Animation, Costume Drama, Epic, Period Drama, Action, Adventure, Animation, Drama, History, Back to top","A noble warrior seeks revenge against the ruler of his kingdom, who killed his father, and also ends up upsetting the neighboring enemy kingdom's ruler.",Not Rated,"K.S. Ravikumar, Kamlesh Pandey",Soundarya Rajinikanth Vishagan,Action Epic,5452,6.2,118
tt0069976,Dillinger,"Warren Oates, Ben Johnson, Michelle Phillips, Warren Oates, Ben Johnson, Michelle Phillips",1973,"Dark Comedy, True Crime, Action, Biography, Crime, Drama, Back to top","John Dillinger and his gang go on a bank robbing spree across the midwest, but one G-Man is determined to bring him down.",R,John Milius,John Milius,Dark Comedy,6106,6.9,107
tt0035575,Yankee Doodle Dandy,"James Cagney, Joan Leslie, Walter Huston, James Cagney, Joan Leslie, Walter Huston",1942,"Classic Musical, Biography, Drama, Family, Music, Musical, Back to top","The life of the renowned musical composer, playwright, actor, dancer, and singer George M. Cohan.",Approved,"Edmund Joseph, Robert Buckner, Julius J. Epstein",Michael Curtiz,Classic Musical,17412,7.6,126
tt2473510,Paranormal Activity: The Ghost Dimension,"Chris J. Murray, Brit Shaw, Ivy George, Chris J. Murray, Brit Shaw, Ivy George",2015,"Found Footage Horror, Horror, Mystery, Back to top","Using a special camera that can see spirits, a family must protect their daughter from an evil entity with a sinister plan.",R,"Andrew Deutschman, Adam Robitel, Jason Pagan",Gregory Plotkin,Found Footage Horror,31804,4.6,88
tt0101458,Until the End of the World,"William Hurt, Solveig Dommartin, Pietro Falcone, William Hurt, Solveig Dommartin, Pietro Falcone",1991,"Cyberpunk, Epic, Sci-Fi Epic, Action, Drama, Sci-Fi, Thriller, Back to top","Claire and Eugene's relationship is falling apart, while a nuclear satellite threatens to fall out of orbit and destroy Earth. Claire travels the world when she meets Sam, a man with connect... Read all",R,"Peter Carey, Solveig Dommartin, Wim Wenders",Wim Wenders,Cyberpunk,11829,6.8,287
tt1214962,Seeking Justice,"Nicolas Cage, January Jones, Guy Pearce, Nicolas Cage, January Jones, Guy Pearce",2011,"Action, Drama, Mystery, Thriller, Back to top","After his wife is assaulted, a husband enlists the services of a vigilante group to help him settle the score. Then he discovers they want a 'favor' from him in return.",R,"Robert Tannen, Todd Hickey",Roger Donaldson,Action,48666,6.1,105
tt7664504,Three Identical Strangers,"Robert Shafran, Michael Domnitz, Howard Schneider, Robert Shafran, Michael Domnitz, Howard Schneider",2018,"Biography, Documentary, Drama, History, Mystery, Back to top","In 1980 New York, three young men who were all adopted meet each other and find out they're triplets who were separated at birth. But their quest to find out why turns into a bizarre and sin... Read all",PG-13,"Tim Wardle, Grace Hughes-Hallett",Tim Wardle,Biography,42566,7.6,96
tt0339412,Mr. 3000,"Bernie Mac, Angela Bassett, Michael Rispoli, Bernie Mac, Angela Bassett, Michael Rispoli",2004,"Baseball, Comedy, Drama, Romance, Sport, Back to top","Aging baseball star who goes by the nickname, Mr. 3000, finds out many years after retirement that he didn't quite reach 3,000 hits. Now at age 47 he's back to try and reach that goal.",PG-13,"Keith Mitchell, Howard Michael Gould, Eric Champnella",Charles Stone III,Baseball,15427,5.6,104
tt0249371,Asoka,"Shah Rukh Khan, Kareena Kapoor, Danny Denzongpa, Shah Rukh Khan, Kareena Kapoor, Danny Denzongpa",2001,"Docudrama, Period Drama, War Epic, Action, Biography, Drama, History, Romance, War, Back to top",The epic tale of King Asoka's life is recounted.,R,"Saket Chaudhary, Abbas Tyrewala, Santosh Sivan",Santosh Sivan,Docudrama,15684,6.4,180
tt0317919,Mission: Impossible III,"Tom Cruise, Michelle Monaghan, Ving Rhames, Tom Cruise, Michelle Monaghan, Ving Rhames",2006,"Action, Adventure, Thriller, Back to top",IMF agent Ethan Hunt comes into conflict with a dangerous and sadistic arms dealer who threatens his life and his fiancée in response.,PG-13,"J.J. Abrams, Alex Kurtzman, Roberto Orci",J.J. Abrams,Action,401762,6.9,126
tt0133046,Teaching Mrs. Tingle,"Helen Mirren, Marisa Coughlan, Katie Holmes, Helen Mirren, Marisa Coughlan, Katie Holmes",1999,"Dark Comedy, Teen Comedy, Comedy, Thriller, Back to top","The story of a girl who is willing to do anything to become Valedictorian, even if it means murdering the teacher that stands in her way.",PG-13,Kevin Williamson,Kevin Williamson,Dark Comedy,22125,5.3,96
tt1234721,RoboCop,"Joel Kinnaman, Gary Oldman, Michael Keaton, Joel Kinnaman, Gary Oldman, Michael Keaton",2014,"Cyberpunk, Superhero, Action, Crime, Sci-Fi, Thriller, Back to top","In 2028 Detroit, when Alex Murphy, a loving husband, father and good cop, is critically injured in the line of duty, the multinational conglomerate OmniCorp sees their chance for a part-man,... Read all",PG-13,"Edward Neumeier, Michael Miner, Joshua Zetumer",José Padilha,Cyberpunk,243759,6.1,117
tt0050280,The Curse of Frankenstein,"Peter Cushing, Hazel Court, Robert Urquhart, Peter Cushing, Hazel Court, Robert Urquhart",1957,"Monster Horror, Horror, Sci-Fi, Thriller, Back to top","While awaiting execution for murder, Baron Victor Frankenstein tells the story of a creature he built and brought to life - only for it to behave not as he intended.",Approved,"Jimmy Sangster, Mary Shelley",Terence Fisher,Monster Horror,13349,7,82
tt2241351,Money Monster,"George Clooney, Julia Roberts, Jack O'Connell, George Clooney, Julia Roberts, Jack O'Connell",2016,"Conspiracy Thriller, Dark Comedy, Political Thriller, Action, Crime, Drama, Mystery, Thriller, Financial Drama, Back to top",Financial TV host Lee Gates and his producer Patty are put in an extreme situation when an irate investor takes them and their crew as hostage.,R,"Jamie Linden, Jim Kouf, Alan DiFiore",Jodie Foster,Conspiracy Thriller,108857,6.5,98
tt0089604,Missing in Action 2: The Beginning,"Chuck Norris, Soon-Tek Oh, Steven Williams, Chuck Norris, Soon-Tek Oh, Steven Williams",1985,"Action, Drama, Thriller, War, Back to top","Prequel to the first Missing In Action, set in the early 1980s it shows the capture of Colonel Braddock during the Vietnam war in the 1970s, and his captivity with other American POWs in a b... Read all",R,"Steve Bing, Larry Levinson, Arthur Silver",Lance Hool,Action,9771,5.3,96
tt0084296,The Man from Snowy River,"Kirk Douglas, Tom Burlinson, Terence Donovan, Kirk Douglas, Tom Burlinson, Terence Donovan",1982,"Tragedy, Adventure, Drama, Romance, Western, Back to top","In 1880s Australia, after young Jim Craig's father dies, he takes a job at the Harrison cattle ranch, where he is forced to become a man.",PG,"A.B. 'Banjo' Paterson, Cul Cullen, John Dixon",George Miller,Tragedy,10393,7.2,102
tt0110213,The Jungle Book,"Jason Scott Lee, Cary Elwes, Lena Headey, Jason Scott Lee, Cary Elwes, Lena Headey",1994,"Jungle Adventure, Adventure, Family, Fantasy, Romance, Back to top","Rudyard Kipling's classic tale of Mowgli, the orphaned jungle boy raised by wild animals, and how he becomes king of the jungle.",PG,"Rudyard Kipling, Mark Geldman, Ron Yanover",Stephen Sommers,Jungle Adventure,19487,6.1,111
tt0488414,Omkara,"Ajay Devgn, Kareena Kapoor, Saif Ali Khan, Ajay Devgn, Kareena Kapoor, Saif Ali Khan",2006,"Dark Comedy, Action, Crime, Drama, Thriller, Back to top",A politically-minded enforcer's misguided trust in his lieutenant leads him to suspect his wife of infidelity in this adaptation of Shakespeare's 'Othello'.,Unrated,"Abhishek Chaubey, Robin Bhatt, Vishal Bhardwaj",Vishal Bhardwaj,Dark Comedy,22894,8,155
tt2850386,The Croods: A New Age,"Nicolas Cage, Emma Stone, Ryan Reynolds, Nicolas Cage, Emma Stone, Ryan Reynolds",2020,"Computer Animation, Adventure, Animation, Comedy, Family, Fantasy, Back to top","The prehistoric family the Croods are challenged by a rival family the Bettermans, who claim to be better and more evolved.",PG,"Kevin Hageman, Dan Hageman, Paul Fisher",Joel Crawford,Computer Animation,56630,6.9,95
tt0364751,Without a Paddle,"Matthew Lillard, Seth Green, Dax Shepard, Matthew Lillard, Seth Green, Dax Shepard",2004,"Slapstick, Adventure, Comedy, Mystery, Back to top","After their friend dies, three men decide to fulfill their childhood dream by going on a camping expedition for the lost D. B. Cooper bounty, with calamitous results.",PG-13,"Fred Wolf, Harris Goldberg, Tom Nursall",Steven Brill,Slapstick,52661,5.8,95
tt0185371,House on Haunted Hill,"Geoffrey Rush, Famke Janssen, Taye Diggs, Geoffrey Rush, Famke Janssen, Taye Diggs",1999,"Supernatural Horror, Horror, Mystery, Thriller, Back to top","An amusement park mogul offers a group of diverse people $1,000,000 to spend the night in a haunted house with a horrifying past.",R,"Dick Beebe, Robb White",William Malone,Supernatural Horror,61686,5.6,93
tt0028950,The Grand Illusion,"Jean Gabin, Dita Parlo, Pierre Fresnay, Jean Gabin, Dita Parlo, Pierre Fresnay",1937,"Drama, War, Back to top","During WWI, two French soldiers are captured and imprisoned in a German P.O.W. camp. Several escape attempts follow until they are eventually sent to a seemingly inescapable fortress.",Not Rated,"Charles Spaak, Jean Renoir",Jean Renoir,Drama,39978,8.1,113
tt0120857,Tea with Mussolini,"Maggie Smith, Judi Dench, Joan Plowright, Maggie Smith, Judi Dench, Joan Plowright",1999,"Comedy, Drama, War, Back to top",An orphaned Italian boy is raised amongst a circle of British and American women living in Mussolini's Italy before and during World War II.,PG,"John Mortimer, Franco Zeffirelli",Franco Zeffirelli,Comedy,14613,6.9,117
tt1083452,Eddie the Eagle,"Taron Egerton, Hugh Jackman, Tom Costello, Taron Egerton, Hugh Jackman, Tom Costello",2015,"Adventure, Biography, Comedy, Drama, History, Sport, Back to top","The story of Eddie Edwards, the notoriously tenacious British underdog ski jumper who charmed the world at the 1988 Winter Olympics.",PG-13,"Sean Macaulay, Simon Kelton",Dexter Fletcher,Adventure,103771,7.3,106
tt1496422,The Paperboy,"Matthew McConaughey, Nicole Kidman, John Cusack, Matthew McConaughey, Nicole Kidman, John Cusack",2012,"Crime, Drama, Mystery, Thriller, Back to top",A reporter returns to his Florida hometown to investigate a case involving a death row inmate.,R,"Peter Dexter, Lee Daniels",Lee Daniels,Crime,40803,5.7,107
tt0088846,Brazil,"Jonathan Pryce, Kim Greist, Robert De Niro, Jonathan Pryce, Kim Greist, Robert De Niro",1985,"Dark Comedy, Dystopian Sci-Fi, Sci-Fi Epic, Steampunk, Drama, Sci-Fi, Thriller, Back to top",A bureaucrat in a dystopic society becomes an enemy of the state as he pursues the woman of his dreams.,R,"Tom Stoppard, Charles McKeown, Terry Gilliam",Terry Gilliam,Dark Comedy,215686,7.8,132
tt3001638,Mary Kom,"Priyanka Chopra Jonas, Sunil Thapa, Robin Das, Priyanka Chopra Jonas, Sunil Thapa, Robin Das",2014,"Action, Biography, Drama, Sport, Back to top","A chronicle of the life of Indian boxer Mary Kom, who went through several hardships before audaciously accomplishing her ultimate dream.",Not Rated,"Saiwyn Quadras, Ramendra Vasishth, Karan Singh Rathore",Omung Kumar,Action,11722,6.8,122
tt0253474,The Pianist,"Adrien Brody, Thomas Kretschmann, Frank Finlay, Adrien Brody, Thomas Kretschmann, Frank Finlay",2002,"Docudrama, Epic, Period Drama, Tragedy, War Epic, Biography, Drama, Music, War, Back to top","During WWII, acclaimed Polish musician Wladyslaw faces various struggles as he loses contact with his family. As the situation worsens, he hides in the ruins of Warsaw in order to survive.",R,"Ronald Harwood, Wladyslaw Szpilman",Roman Polanski,Docudrama,959865,8.5,150
tt3819668,Dragon Ball Z: Resurrection 'F',"Masako Nozawa, Ryô Horikawa, Hiromi Tsuru, Masako Nozawa, Ryô Horikawa, Hiromi Tsuru",2015,"Adult Animation, Anime, Action, Adventure, Animation, Comedy, Family, Fantasy, Sci-Fi, Back to top","Frieza is reborn and achieves the last of his transformations, and it is up to Goku and his warrior friends to join forces to fight the enemy who has returned from the dead.",Not Rated,Akira Toriyama,Tadayoshi Yamamuro,Adult Animation,24759,7.1,94
